,P-Africa,R-Africa,P-Asia,R-Asia,P-Europe,R-Europe,P-North America,R-North America,P-Oceania,R-Oceania,P-South America,R-South America
19,0.6652,88.0,0.5719,91.0,0.802,86.0,0.8316,86,0.6705,92.0,0.4221,85.0
20,0.8625,88.0,0.4927,90.0,0.93,86.0,0.0,85,0.5267,92.0,0.4588,89.0
21,0.6059,88.0,0.8779,92.0,0.4404,85.0,0.0,85,0.6956,91.0,0.3182,89.0
22,0.8625,88.0,0.4019,88.0,0.8442,85.0,-0.1027,86,0.4404,91.0,0.6808,89.0
23,0.5106,88.0,0.5789,89.0,-0.5719,85.0,0.0,86,0.5423,91.0,0.2732,89.0
24,0.34,92.0,0.7833,89.0,0.3182,86.0,0.8176,86,0.0,91.0,0.1655,92.0
25,0.9303,90.0,0.7096,89.0,0.5719,86.0,0.0498,86,0.5423,91.0,0.8625,92.0
26,0.8555,87.0,0.0,92.0,0.5106,86.0,-0.3182,86,0.34,85.0,0.7351,87.0
27,0.128,84.0,0.8375,93.0,0.8979,86.0,0.743,86,0.8316,87.0,0.8555,87.0
28,0.8126,84.0,0.81,84.0,0.5106,86.0,0.0,86,0.8807,87.0,-0.0772,86.0
29,0.872,84.0,0.802,90.0,-0.2975,86.0,0.34,86,0.3182,90.0,0.5267,86.0
30,0.6808,84.0,0.4215,90.0,0.0,86.0,0.3612,86,0.2263,90.0,0.8806,86.0
31,0.802,90.0,0.3291,81.0,0.2263,86.0,0.0,86,0.8481,90.0,0.765,86.0
32,0.7024,88.0,0.4588,81.0,0.9287,86.0,0.5106,86,0.0,90.0,0.0,83.0
33,0.8834,88.0,0.7543,85.0,0.3182,86.0,0.5106,86,0.0258,87.0,0.4118,81.0
34,0.0,87.0,0.8225,90.0,0.296,86.0,0.6808,86,0.1406,85.0,-0.1373,80.0
35,0.8805,89.0,0.7003,91.0,0.7003,88.0,0.5267,86,0.743,88.0,0.6249,88.0
36,0.8225,89.0,0.3818,87.0,0.886,88.0,0.0,86,0.6124,88.0,0.1901,88.0
37,0.0,85.0,0.7351,89.0,0.5574,88.0,0.8481,88,0.8266,88.0,0.0258,88.0
38,0.5719,86.0,-0.4215,89.0,0.6597,88.0,0.4939,88,0.5868,88.0,0.9705,88.0
39,0.7579,86.0,0.5574,89.0,0.0,88.0,0.6808,88,0.886,87.0,-0.1333,88.0
40,0.9287,86.0,0.6808,89.0,0.3182,87.0,0.1655,88,0.7845,87.0,0.9719,87.0
41,0.7717,88.0,0.2732,90.0,0.3182,87.0,0.6597,88,0.0,94.0,0.6486,87.0
42,0.8578,88.0,0.836,90.0,0.596,87.0,0.4404,88,0.0,84.0,0.7845,85.0
43,0.7573,88.0,-0.3624,89.0,0.0,87.0,0.8481,88,0.7351,87.0,0.8131,85.0
44,0.7906,87.0,0.8934,89.0,0.4404,87.0,0.0,87,0.765,88.0,0.0387,85.0
45,0.8225,88.0,0.7096,88.0,0.8625,87.0,0.3818,87,0.0,87.0,-0.4215,85.0
46,0.3612,88.0,0.8176,86.0,0.7206,87.0,0.4588,87,0.8271,87.0,0.1189,91.0
47,0.0,89.0,0.2846,87.0,0.0,87.0,0.2023,87,0.8625,84.0,0.0,91.0
48,0.6652,90.0,0.2023,87.0,0.0,87.0,0.0,87,0.6705,90.0,0.8074,93.0
49,0.5859,90.0,-0.128,87.0,0.9732,92.0,0.5584,87,0.0,90.0,0.0772,93.0
50,0.923,90.0,0.7351,87.0,0.5789,92.0,0.0,87,0.8039,85.0,0.0,87.0
51,0.6249,90.0,0.4215,89.0,0.9509,91.0,0.5106,87,0.6808,85.0,0.5187,87.0
52,0.7845,91.0,0.4588,88.0,0.946,91.0,0.81,92,0.0,85.0,0.4404,91.0
53,0.6678,91.0,0.1027,84.0,0.9313,91.0,0.7906,92,0.0,85.0,0.6369,91.0
54,0.8834,87.0,0.4588,86.0,0.979,91.0,0.9451,92,0.0,87.0,0.6124,85.0
55,0.8067,87.0,0.6124,86.0,0.9648,91.0,0.6486,91,0.0,85.0,-0.3182,85.0
56,-0.2023,86.0,0.714,86.0,0.9325,91.0,0.5994,90,0.34,85.0,-0.677,85.0
57,0.9354,86.0,0.6908,88.0,0.9398,91.0,0.4939,91,0.25,85.0,-0.2732,85.0
58,0.2144,85.0,0.8979,91.0,0.4019,91.0,0.0,91,0.6908,86.0,0.0,85.0
59,0.872,85.0,-0.4215,89.0,0.743,90.0,0.4019,91,0.7269,86.0,-0.4588,85.0
60,0.7003,85.0,0.8381,89.0,0.9709,90.0,0.9386,91,0.2975,85.0,0.2006,87.0
61,0.7783,87.0,0.0,90.0,0.4404,90.0,0.6249,91,0.7657,85.0,0.5423,87.0
62,0.93,86.0,0.9209,92.0,0.3919,90.0,0.4404,91,0.3818,93.0,-0.1725,90.0
63,0.7964,86.0,0.7992,92.0,0.8426,90.0,0.8885,91,0.6858,89.0,0.1531,90.0
64,0.7459,89.0,0.4404,85.0,0.3869,91.0,0.8624,91,0.4215,89.0,0.9055,86.0
65,0.9354,89.0,0.7845,85.0,0.9601,91.0,0.8674,91,0.5719,89.0,0.5859,86.0
66,0.4854,89.0,0.705,88.0,0.4588,91.0,0.296,91,0.9371,89.0,0.4767,86.0
67,0.2617,89.0,0.6542,88.0,0.1779,91.0,0.3818,91,0.6124,89.0,0.6369,90.0
68,0.7269,89.0,0.0,88.0,0.7964,91.0,0.802,91,0.7506,88.0,-0.6486,87.0
69,0.7684,89.0,0.7096,88.0,0.6808,91.0,0.9081,91,0.6652,88.0,0.3182,87.0
70,0.7783,89.0,0.6705,88.0,0.9382,91.0,0.2732,91,0.0,87.0,0.3919,87.0
71,0.5346,91.0,0.4215,88.0,0.8689,91.0,0.8271,91,0.3506,87.0,0.34,87.0
72,0.9207,89.0,0.4404,90.0,0.6597,91.0,0.1645,88,0.5106,84.0,0.0,87.0
73,0.8126,89.0,0.4939,90.0,0.8922,91.0,0.7003,88,0.0516,88.0,0.0,87.0
74,0.9485,87.0,0.3818,90.0,0.3182,88.0,0.8731,88,0.2617,87.0,0.8338,85.0
75,0.5106,90.0,0.7096,91.0,0.926,88.0,0.4404,88,0.1406,90.0,0.8641,85.0
76,0.9349,90.0,0.5267,91.0,0.886,88.0,0.9359,88,0.5499,87.0,0.8604,88.0
77,-0.4215,90.0,0.7935,91.0,0.4215,88.0,0.0,90,0.4404,87.0,0.3182,88.0
78,0.6249,87.0,-0.6602,91.0,0.3818,87.0,0.4588,90,0.3612,94.0,0.4215,88.0
79,0.5719,87.0,0.4404,91.0,0.8024,87.0,0.3182,90,0.3182,89.0,0.5994,87.0
80,0.8302,87.0,0.6908,90.0,0.4398,87.0,0.8779,90,-0.4588,89.0,0.1001,85.0
81,0.9186,92.0,0.0,87.0,0.4215,87.0,0.0,90,0.5267,89.0,0.0,90.0
82,0.9052,92.0,0.4215,90.0,0.8979,87.0,0.4215,90,-0.2846,90.0,0.6908,90.0
83,0.7096,86.0,0.0,90.0,0.6597,90.0,0.5927,90,0.1901,90.0,-0.2263,84.0
84,0.7579,86.0,0.3818,91.0,0.9192,90.0,0.3182,90,0.7906,90.0,0.3612,84.0
85,0.4767,86.0,0.8481,90.0,-0.2023,90.0,0.7579,90,0.8074,90.0,-0.5719,84.0
86,0.743,86.0,0.7579,86.0,0.296,90.0,0.0,90,0.4588,90.0,0.0202,83.0
87,0.2617,86.0,0.2023,86.0,0.296,90.0,0.7876,85,0.6249,83.0,0.3818,86.0
88,0.8591,86.0,0.886,89.0,0.3182,90.0,0.8122,85,0.5859,90.0,0.9407,86.0
89,0.7845,85.0,0.7783,89.0,0.6808,90.0,0.9552,85,0.659,90.0,-0.2144,88.0
90,0.5106,87.0,0.6652,89.0,0.7003,90.0,0.9153,85,0.802,89.0,0.1612,88.0
91,0.8666,87.0,0.91,89.0,0.8126,90.0,-0.0276,85,-0.0534,88.0,0.0516,87.0
92,0.8931,86.0,0.4019,89.0,0.3182,85.0,0.296,85,-0.0539,86.0,0.2846,87.0
93,0.9153,86.0,0.5499,88.0,0.8689,85.0,0.3182,85,0.2846,86.0,0.0,86.0
94,0.7876,86.0,0.4588,88.0,0.8402,85.0,0.6369,85,0.6652,86.0,0.4201,87.0
95,0.4767,86.0,0.0,82.0,0.9022,85.0,0.8176,85,0.9217,86.0,0.218,86.0
96,0.8122,86.0,0.4019,85.0,0.8834,89.0,0.5046,85,0.1406,85.0,-0.3818,88.0
97,0.7845,86.0,0.7351,87.0,0.9153,89.0,0.9528,85,0.0258,85.0,-0.1761,86.0
98,0.8582,92.0,0.7579,85.0,0.8622,89.0,0.0,85,0.5719,91.0,0.8176,86.0
99,0.8625,94.0,0.0,85.0,0.91,89.0,0.5106,85,0.0,91.0,0.4213,85.0
100,0.872,94.0,0.9072,85.0,0.7964,89.0,0.348,85,0.765,91.0,0.7996,85.0
101,0.8934,93.0,0.2732,84.0,0.9153,89.0,0.4033,85,0.802,94.0,0.8225,85.0
102,0.6597,89.0,0.5423,92.0,0.5859,89.0,-0.128,85,0.4404,88.0,0.1655,85.0
103,0.2382,89.0,0.7579,88.0,0.8442,89.0,0.4588,85,-0.0864,88.0,0.6908,85.0
104,0.8442,89.0,0.5886,87.0,0.9062,89.0,0.9081,89,-0.128,89.0,0.0,85.0
105,0.9319,89.0,0.0,89.0,0.8074,92.0,0.0,89,0.6395,86.0,0.2846,85.0
106,0.7264,89.0,0.0516,85.0,0.6249,92.0,0.0,89,0.765,86.0,0.9552,92.0
107,0.5859,88.0,0.34,88.0,0.886,92.0,0.4927,89,0.0,87.0,0.4404,92.0
108,0.875,88.0,0.5859,89.0,0.9042,92.0,0.902,89,0.765,87.0,0.7579,92.0
109,0.8402,88.0,0.836,86.0,-0.2516,87.0,0.8488,89,0.5714,87.0,0.88,92.0
110,0.8271,87.0,0.0,85.0,0.7184,87.0,0.7425,89,0.5859,87.0,-0.4404,85.0
111,0.7469,87.0,0.481,88.0,0.765,87.0,0.2263,89,0.6597,92.0,0.0,85.0
112,0.0,84.0,0.7096,88.0,0.7184,87.0,0.9636,92,0.6597,88.0,-0.128,85.0
113,0.7351,84.0,0.9001,91.0,0.8176,87.0,0.8979,92,0.5574,88.0,0.0,85.0
114,0.802,84.0,0.6249,91.0,0.8666,87.0,0.8316,92,0.7128,88.0,0.0,85.0
115,0.9331,84.0,-0.0772,87.0,0.6369,86.0,0.8695,92,0.7096,92.0,-0.4404,85.0
116,0.9217,85.0,0.5367,89.0,0.5267,86.0,0.765,87,0.4939,92.0,0.3612,85.0
117,0.6597,85.0,0.0,89.0,0.0,86.0,0.91,87,-0.2144,92.0,0.3818,85.0
118,0.6409,89.0,0.0,87.0,0.0258,86.0,0.8591,87,0.4442,92.0,-0.5326,85.0
119,0.7783,89.0,0.5267,90.0,0.4939,86.0,0.7783,87,0.5679,86.0,0.0,85.0
120,0.7964,88.0,0.5023,90.0,0.8689,86.0,0.8316,87,0.796,86.0,0.4019,85.0
121,0.5574,88.0,0.9512,90.0,0.8225,86.0,0.8316,87,0.7178,86.0,-0.4215,85.0
122,0.5106,88.0,0.81,91.0,0.9261,86.0,0.9336,87,0.0,84.0,0.9149,90.0
123,-0.3182,88.0,0.7351,89.0,0.7655,86.0,-0.2023,86,-0.3182,84.0,0.7906,90.0
124,0.0516,88.0,-0.3401,85.0,0.0,86.0,0.0,86,0.6808,84.0,0.0,84.0
125,0.9136,95.0,0.6486,85.0,0.4215,86.0,0.8093,86,-0.25,86.0,0.1027,84.0
126,0.5859,89.0,0.7964,86.0,0.6369,83.0,0.0,86,0.743,86.0,0.5994,91.0
127,0.872,88.0,0.9136,86.0,0.0,82.0,-0.296,82,0.8225,86.0,0.5456,85.0
128,-0.6322,88.0,0.5499,86.0,0.4588,82.0,0.8748,96,0.5499,86.0,-0.4215,85.0
129,0.6124,88.0,0.9067,87.0,0.0,82.0,0.6705,96,0.0,83.0,-0.6486,83.0
130,0.6908,91.0,0.7269,90.0,-0.2263,82.0,0.9403,95,0.0,83.0,0.0,83.0
131,0.5106,85.0,0.8074,87.0,0.2846,97.0,0.7083,95,0.0,83.0,0.743,89.0
132,0.6908,85.0,0.836,87.0,0.0516,97.0,0.4215,88,0.0,85.0,0.0,89.0
133,0.1531,85.0,0.5574,91.0,0.9552,96.0,0.7003,88,0.802,85.0,0.8481,87.0
134,0.6932,88.0,0.3818,88.0,0.8176,96.0,0.7783,88,0.8957,88.0,0.3612,87.0
135,0.7391,88.0,0.9493,90.0,0.25,96.0,0.9485,88,0.1027,88.0,-0.3687,87.0
136,0.8126,87.0,0.5859,87.0,0.836,95.0,0.883,88,0.4939,88.0,0.8555,87.0
137,0.8316,87.0,0.6486,90.0,0.5023,95.0,0.8271,88,0.6652,86.0,0.0,87.0
138,0.9287,87.0,0.8807,90.0,0.9325,95.0,0.8074,88,0.0,90.0,-0.6124,87.0
139,0.0,82.0,0.4215,88.0,0.6597,95.0,0.9336,87,0.7906,88.0,0.7003,87.0
140,-0.7845,82.0,0.8481,88.0,0.8399,95.0,0.6705,85,0.5994,89.0,0.8271,86.0
141,0.0,82.0,0.8979,88.0,0.5859,88.0,0.4215,85,0.8649,89.0,0.5187,86.0
142,0.91,86.0,0.0,90.0,-0.6251,88.0,-0.1027,85,0.1655,88.0,0.9217,88.0
143,0.3182,87.0,0.6249,90.0,0.1531,88.0,0.9287,85,0.2023,88.0,0.6124,84.0
144,0.4588,88.0,0.5574,90.0,0.8225,88.0,0.872,85,-0.2516,91.0,-0.1027,84.0
145,0.8519,88.0,0.6652,90.0,0.3182,88.0,0.6705,85,0.0772,91.0,0.0,84.0
146,0.9022,86.0,0.4404,89.0,0.3182,88.0,0.7033,85,0.0,94.0,0.2263,84.0
147,0.9042,93.0,0.5859,89.0,0.0,88.0,-0.25,89,0.8591,89.0,0.7876,84.0
148,0.8957,92.0,0.7964,90.0,0.6369,88.0,0.0,89,0.0,87.0,0.0,87.0
149,0.8807,90.0,0.4404,89.0,0.8519,88.0,0.7003,89,0.8402,86.0,0.4767,87.0
150,0.9402,90.0,0.7096,89.0,0.9135,88.0,0.5267,89,0.7783,86.0,0.9226,90.0
151,0.7351,90.0,0.8442,84.0,0.8555,88.0,0.7506,89,0.9442,88.0,0.9574,90.0
152,0.8885,90.0,0.7184,84.0,0.3182,88.0,0.802,89,0.0,88.0,0.689,90.0
153,0.8834,88.0,0.3291,88.0,0.7837,88.0,0.8442,89,0.8343,88.0,0.887,87.0
154,0.1406,88.0,0.8591,92.0,0.802,85.0,0.9254,89,0.9042,86.0,0.2023,84.0
155,0.961,90.0,0.6808,89.0,0.8225,85.0,0.5106,89,0.6428,89.0,-0.4215,84.0
156,0.9413,90.0,0.3818,90.0,0.3182,85.0,0.7717,89,0.7391,87.0,0.2732,88.0
157,0.0,90.0,0.5994,87.0,0.8834,85.0,0.5859,89,0.0,87.0,0.4215,88.0
158,0.177,85.0,0.4767,87.0,0.0,85.0,0.5106,89,0.5267,90.0,0.3182,88.0
159,0.9313,85.0,0.7579,91.0,0.7506,85.0,0.1469,89,0.7964,92.0,0.6808,88.0
160,0.8557,86.0,0.7964,85.0,0.8402,85.0,0.0,88,0.3182,88.0,0.5932,87.0
161,0.8625,85.0,0.1531,86.0,0.6915,85.0,0.7579,88,0.7845,88.0,-0.5574,85.0
162,0.5859,85.0,0.4767,86.0,0.7783,85.0,0.5574,92,0.8445,88.0,0.0,84.0
163,0.8462,85.0,0.872,91.0,0.802,85.0,0.9768,92,0.6474,88.0,0.5499,85.0
164,0.6808,86.0,0.7003,86.0,0.5267,89.0,0.9467,92,0.1531,88.0,0.0,85.0
165,0.7717,90.0,0.8885,86.0,-0.2944,89.0,0.9498,92,0.4404,88.0,0.0,85.0
166,0.6808,94.0,0.6486,86.0,0.7351,89.0,0.7667,92,0.7684,89.0,0.6757,85.0
167,0.3182,87.0,0.7003,86.0,0.3182,89.0,0.8779,92,0.3182,89.0,0.4404,88.0
168,0.481,87.0,0.0,84.0,0.4019,89.0,0.128,92,0.2585,89.0,0.3818,87.0
169,0.0,87.0,0.4588,84.0,0.4404,89.0,0.8047,92,0.8505,87.0,0.3182,85.0
170,0.7184,86.0,0.3892,91.0,0.8271,89.0,0.891,92,0.9118,90.0,-0.2263,85.0
171,0.891,90.0,0.4632,92.0,0.34,89.0,0.0,87,0.92,90.0,0.765,85.0
172,0.7556,91.0,0.5994,90.0,0.7747,89.0,0.4404,87,0.0,88.0,0.8689,85.0
173,0.0,86.0,0.6597,89.0,0.0,88.0,0.5574,87,0.0,88.0,0.5499,88.0
174,0.6124,86.0,-0.5526,85.0,0.8481,88.0,0.7096,87,0.6486,88.0,0.7184,88.0
175,0.8519,91.0,0.0,90.0,0.4404,88.0,0.765,87,-0.5106,87.0,-0.3919,88.0
176,0.3182,89.0,0.4767,87.0,0.0,88.0,0.6124,87,0.7783,89.0,0.3182,88.0
177,0.0,84.0,0.0772,87.0,0.4019,92.0,0.9152,87,0.9226,88.0,0.4404,89.0
178,0.743,84.0,0.7003,91.0,0.7269,92.0,0.0,87,0.5994,89.0,0.7351,90.0
179,0.7269,85.0,0.9118,91.0,0.8462,92.0,0.4215,87,0.128,89.0,0.4939,90.0
180,0.882,84.0,0.7615,88.0,0.2023,92.0,0.7269,87,0.5423,89.0,-0.4215,90.0
181,0.7783,87.0,0.8518,88.0,0.9267,92.0,0.936,87,0.6187,91.0,0.7184,83.0
182,0.7003,87.0,0.1406,88.0,0.923,92.0,0.1779,87,0.8047,91.0,-0.8352,83.0
183,0.0,87.0,0.0,89.0,0.9552,92.0,0.891,87,0.5267,91.0,0.8555,90.0
184,0.7783,87.0,0.6808,89.0,0.6705,92.0,0.2732,91,0.9022,93.0,0.296,90.0
185,0.5574,85.0,0.0,89.0,0.851,92.0,0.7506,91,0.7096,93.0,0.8481,87.0
186,0.6858,89.0,0.0,83.0,0.5927,92.0,0.4019,91,0.5965,85.0,0.6486,87.0
187,0.6808,89.0,0.5267,92.0,0.8047,92.0,0.5574,91,0.5106,85.0,0.7269,87.0
188,0.3182,85.0,0.7579,86.0,0.7906,92.0,0.8074,91,0.0,85.0,0.7906,87.0
189,0.7615,89.0,0.6538,83.0,0.9136,92.0,0.7579,91,0.0,86.0,0.34,87.0
190,0.6369,87.0,0.6369,88.0,0.9269,92.0,0.8968,91,0.8807,86.0,0.8449,87.0
191,0.3346,87.0,0.8847,88.0,0.7964,92.0,0.9246,91,0.296,90.0,0.4588,87.0
192,0.5719,86.0,0.7506,88.0,0.8126,92.0,0.8074,91,0.6593,90.0,0.0772,87.0
193,0.0,85.0,0.836,88.0,0.743,87.0,0.5719,91,0.7845,90.0,0.6705,87.0
194,0.0,85.0,0.4939,86.0,0.4939,87.0,0.5859,91,0.7783,90.0,0.0,86.0
195,0.429,87.0,0.8271,89.0,0.5927,87.0,0.0,91,0.0,89.0,-0.4168,86.0
196,0.9437,91.0,0.5106,88.0,0.6249,87.0,0.4404,91,0.4404,89.0,0.3182,86.0
197,0.3818,90.0,0.4215,87.0,0.296,87.0,0.4549,91,0.4767,89.0,0.4497,86.0
198,0.4019,90.0,0.4404,91.0,0.8126,87.0,0.6124,91,0.1379,89.0,-0.7102,86.0
199,0.8151,91.0,0.7003,86.0,0.7351,87.0,0.9423,91,0.7096,86.0,0.8046,84.0
200,0.9657,90.0,0.8662,86.0,0.8555,87.0,0.4939,91,0.6908,86.0,0.1531,84.0
201,0.5574,91.0,0.1779,86.0,0.7543,87.0,0.1531,91,0.8225,92.0,-0.4588,84.0
202,0.3291,91.0,0.8658,86.0,0.0,87.0,0.7906,91,0.8771,92.0,0.3612,84.0
203,0.6369,89.0,0.6369,88.0,0.8573,87.0,0.4767,91,0.0,84.0,0.0,84.0
204,0.0,90.0,0.7269,90.0,0.7906,87.0,0.4019,91,0.765,82.0,0.0,84.0
205,0.1655,90.0,0.7184,88.0,0.8338,87.0,0.8442,91,0.4504,82.0,-0.2263,83.0
206,0.9509,89.0,0.8271,89.0,-0.6369,87.0,0.2838,93,0.6105,90.0,0.0,83.0
207,0.743,86.0,0.9022,89.0,0.5228,87.0,0.128,93,0.9153,90.0,0.0,83.0
208,0.6937,86.0,0.836,90.0,0.8979,91.0,0.7713,93,0.0,90.0,-0.4215,83.0
209,0.8689,86.0,0.0,87.0,0.5267,91.0,0.9432,93,0.0,90.0,0.5106,84.0
210,0.9413,87.0,0.3612,87.0,0.8779,91.0,0.5267,93,0.7845,92.0,0.4019,88.0
211,0.7351,89.0,0.6369,89.0,0.7916,91.0,0.631,93,0.0,86.0,0.744,88.0
212,0.8316,89.0,0.3612,87.0,0.8658,91.0,0.4767,93,0.4019,85.0,0.4621,84.0
213,0.0,87.0,0.9423,87.0,0.8934,91.0,0.657,93,0.5719,85.0,0.7003,84.0
214,0.0,83.0,0.8481,87.0,0.9664,93.0,0.0,93,0.6133,83.0,0.2716,84.0
215,0.7579,87.0,-0.4497,82.0,0.8126,93.0,0.7269,93,0.6369,92.0,0.4678,84.0
216,0.7227,88.0,0.886,88.0,0.9201,93.0,0.8225,93,0.25,87.0,0.2382,84.0
217,0.7351,86.0,0.5187,82.0,0.6369,93.0,0.8573,93,-0.3182,87.0,0.0644,84.0
218,0.6124,89.0,-0.2732,80.0,0.8519,93.0,0.7579,93,0.0,85.0,0.3446,83.0
219,0.4019,89.0,0.8248,87.0,0.6174,89.0,0.9655,93,0.9489,85.0,0.5106,86.0
220,0.3182,89.0,0.6124,84.0,0.6597,89.0,0.5994,93,0.4404,86.0,0.7906,85.0
221,0.7269,89.0,0.4854,84.0,0.4588,89.0,0.5859,93,0.4404,88.0,0.0,88.0
222,0.7845,89.0,0.4404,92.0,0.8201,89.0,0.9022,93,0.7351,92.0,0.5574,88.0
223,-0.128,86.0,0.9153,92.0,0.9432,89.0,0.7096,93,0.9195,92.0,0.1531,88.0
224,0.5346,86.0,0.8834,88.0,0.8074,89.0,-0.0422,93,0.0,87.0,-0.3279,88.0
225,0.3182,86.0,0.836,90.0,0.0,89.0,0.908,93,0.8126,87.0,0.7964,88.0
226,0.6808,86.0,0.7845,87.0,0.1027,89.0,0.4522,93,0.6542,87.0,0.4927,88.0
227,0.891,91.0,0.6908,87.0,0.1531,89.0,0.926,93,0.1901,87.0,0.8635,88.0
228,0.4588,91.0,0.4404,86.0,0.8546,89.0,0.7351,93,0.7184,87.0,0.5922,88.0
229,0.705,91.0,0.7717,90.0,0.7003,89.0,0.7717,89,0.4019,87.0,0.5859,84.0
230,0.962,91.0,0.0,83.0,0.6124,89.0,0.34,89,-0.2617,87.0,0.8072,89.0
231,0.7269,91.0,0.8922,83.0,0.6369,89.0,0.8126,89,0.4588,87.0,-0.7351,89.0
232,0.8934,89.0,0.4927,86.0,0.8271,89.0,0.85,89,0.3818,87.0,0.7943,89.0
233,0.7615,90.0,0.4404,86.0,0.9153,87.0,0.6808,89,0.5106,90.0,0.0761,86.0
234,0.9528,90.0,0.6908,86.0,0.4404,87.0,0.0,89,0.4019,90.0,0.1531,86.0
235,0.872,88.0,0.8225,89.0,0.802,87.0,0.4588,89,0.4404,90.0,0.6369,86.0
236,0.0,85.0,0.6124,89.0,0.8271,87.0,0.2732,89,0.4588,88.0,0.6428,86.0
237,0.929,85.0,0.8834,87.0,0.8689,87.0,0.8169,89,0.6249,88.0,0.8689,86.0
238,0.2382,88.0,0.0,87.0,0.6705,87.0,0.4404,89,0.6679,88.0,0.7096,87.0
239,0.4588,88.0,0.4939,90.0,0.6369,87.0,0.9313,89,0.4404,86.0,0.2382,87.0
240,0.802,88.0,0.3818,90.0,0.7579,87.0,0.8316,89,0.0,86.0,0.0,84.0
241,0.5719,89.0,0.2023,89.0,0.0258,87.0,0.6369,89,0.6115,85.0,0.2732,84.0
242,0.914,89.0,0.0,84.0,0.5228,87.0,0.6908,89,0.9628,93.0,-0.0516,84.0
243,0.961,90.0,0.4033,81.0,0.672,87.0,0.8824,89,0.7717,93.0,0.2382,86.0
244,0.7184,90.0,0.5574,90.0,0.9061,92.0,0.9432,87,0.9381,93.0,0.6369,88.0
245,0.9451,90.0,0.7003,90.0,0.9584,92.0,0.0772,87,0.3919,93.0,0.2732,88.0
246,0.5423,90.0,0.8807,90.0,0.8779,92.0,0.8608,87,0.5859,88.0,-0.128,88.0
247,0.8658,90.0,0.0,91.0,0.91,92.0,0.705,87,0.5574,87.0,0.6369,87.0
248,0.8807,90.0,0.3892,91.0,0.9528,92.0,0.631,87,-0.6908,87.0,0.4173,87.0
249,0.851,90.0,0.6249,84.0,-0.1655,92.0,0.6757,87,0.7684,87.0,0.296,89.0
250,0.5499,90.0,0.2263,89.0,0.5574,92.0,0.7269,87,0.5574,87.0,0.6369,89.0
251,0.7579,90.0,0.3818,88.0,0.5719,92.0,0.705,87,0.8462,87.0,0.4497,89.0
252,0.7506,88.0,0.4939,88.0,0.9451,92.0,0.3612,87,0.6757,91.0,0.0258,86.0
253,0.8126,88.0,0.2263,89.0,0.296,92.0,0.9287,87,-0.128,92.0,0.3071,86.0
254,0.4939,88.0,0.7845,89.0,0.9015,92.0,0.8996,87,0.886,92.0,0.4215,82.0
255,0.6478,88.0,0.7964,89.0,0.946,92.0,0.8381,87,0.738,85.0,-0.6003,82.0
256,0.7096,88.0,0.5789,89.0,0.4215,92.0,0.5106,87,-0.1655,85.0,0.1884,82.0
257,0.2382,85.0,-0.3007,91.0,0.1094,90.0,0.8689,87,0.743,86.0,-0.0258,82.0
258,0.6369,85.0,0.2846,89.0,0.5267,90.0,0.0516,87,0.6808,89.0,0.5423,82.0
259,0.3182,85.0,0.886,91.0,0.0,90.0,0.743,87,0.7964,89.0,-0.5499,81.0
260,0.5499,85.0,0.4404,85.0,0.0,90.0,0.8481,92,0.8126,89.0,-0.193,81.0
261,0.8957,88.0,0.3818,88.0,0.4967,90.0,0.4588,92,0.8439,89.0,-0.7478,81.0
262,0.8608,87.0,0.6705,88.0,0.4215,90.0,0.7717,92,0.0,89.0,0.5729,80.0
263,0.7269,87.0,0.802,90.0,0.5423,90.0,0.8424,92,0.6369,89.0,0.9136,92.0
264,0.8658,87.0,0.0,88.0,0.9446,90.0,0.5994,92,0.7748,88.0,0.4019,84.0
265,0.7906,87.0,0.7506,86.0,0.4215,90.0,0.7096,92,0.4767,89.0,0.0,84.0
266,0.2023,87.0,0.6486,91.0,0.4588,90.0,0.5574,92,0.7579,91.0,-0.2732,84.0
267,0.5719,87.0,0.5023,91.0,0.8201,91.0,0.0,92,0.4854,91.0,0.5984,91.0
268,0.7717,90.0,0.7644,88.0,0.5859,91.0,-0.3818,92,0.5927,91.0,0.872,91.0
269,0.7096,90.0,0.2732,91.0,0.5267,91.0,0.1779,92,0.3291,91.0,0.7906,91.0
270,0.3182,86.0,0.4404,91.0,0.872,91.0,0.9366,92,0.1531,88.0,-0.2263,86.0
271,0.8402,88.0,0.4404,91.0,0.8402,91.0,0.3182,92,0.0258,88.0,0.3612,86.0
272,0.8126,87.0,0.4576,91.0,0.91,91.0,0.5267,90,0.9287,88.0,0.8009,86.0
273,0.9631,91.0,0.7579,91.0,0.9675,91.0,0.0,90,0.6124,88.0,0.0,86.0
274,0.7506,91.0,0.8591,91.0,0.6428,91.0,0.7876,90,0.802,88.0,0.0,86.0
275,0.7227,91.0,0.8481,87.0,0.6249,91.0,0.9702,90,0.7096,87.0,-0.4019,86.0
276,0.8074,89.0,0.3182,86.0,0.6908,91.0,0.5267,90,0.25,91.0,0.7906,88.0
277,0.4588,88.0,0.9042,89.0,0.8934,85.0,0.0,90,0.1655,91.0,-0.1779,88.0
278,-0.1901,88.0,0.5719,93.0,0.6901,85.0,0.8885,90,0.0,84.0,0.9042,92.0
279,0.0,88.0,0.5106,92.0,0.6369,85.0,0.5267,90,0.3182,83.0,-0.4939,87.0
