,P-Africa,R-Africa,P-Asia,R-Asia,P-Europe,R-Europe,P-North America,R-North America,P-Oceania,R-Oceania,P-South America,R-South America
22079,,,,,0.5719,88.0,0.0,89,,,,
22080,,,,,0.8442,88.0,0.5789,89,,,,
22081,,,,,0.5106,88.0,0.0,89,,,,
22082,,,,,0.0,88.0,0.6369,87,,,,
22083,,,,,0.34,88.0,0.6474,87,,,,
22084,,,,,0.7684,88.0,0.4404,87,,,,
22085,,,,,-0.1154,88.0,0.3597,86,,,,
22086,,,,,0.9246,92.0,0.85,86,,,,
22087,,,,,0.9393,92.0,0.7269,86,,,,
22088,,,,,0.9022,92.0,0.5719,86,,,,
22089,,,,,0.9403,92.0,0.3182,86,,,,
22090,,,,,0.5574,92.0,0.224,86,,,,
22091,,,,,0.0,92.0,0.4678,86,,,,
22092,,,,,0.0,92.0,0.4939,86,,,,
22093,,,,,0.8658,92.0,0.4588,86,,,,
22094,,,,,0.872,92.0,0.624,95,,,,
22095,,,,,0.2732,92.0,0.9382,95,,,,
22096,,,,,0.8442,92.0,0.7543,95,,,,
22097,,,,,0.8126,92.0,0.9217,95,,,,
22098,,,,,0.7906,92.0,0.8402,94,,,,
22099,,,,,0.8779,92.0,0.6486,94,,,,
22100,,,,,0.0258,92.0,0.9325,94,,,,
22101,,,,,0.7693,92.0,0.743,94,,,,
22102,,,,,0.8259,92.0,0.5434,94,,,,
22103,,,,,0.0,92.0,0.9013,94,,,,
22104,,,,,0.6808,92.0,0.775,94,,,,
22105,,,,,0.3291,88.0,0.3612,94,,,,
22106,,,,,0.7003,88.0,0.9648,94,,,,
22107,,,,,0.6597,88.0,0.7783,94,,,,
22108,,,,,0.7506,88.0,0.4939,88,,,,
22109,,,,,0.9022,88.0,0.0,88,,,,
22110,,,,,0.6369,88.0,0.891,88,,,,
22111,,,,,0.8481,88.0,0.4404,88,,,,
22112,,,,,0.5574,88.0,0.5984,88,,,,
22113,,,,,0.8176,88.0,0.0,88,,,,
22114,,,,,0.0,88.0,0.7227,88,,,,
22115,,,,,0.0,88.0,0.8481,88,,,,
22116,,,,,0.8591,88.0,0.6249,88,,,,
22117,,,,,0.0,88.0,0.8957,88,,,,
22118,,,,,-0.0516,88.0,0.6597,90,,,,
22119,,,,,0.0516,88.0,0.0,90,,,,
22120,,,,,0.5267,88.0,0.8225,90,,,,
22121,,,,,0.5994,88.0,0.6369,90,,,,
22122,,,,,0.4939,87.0,0.9201,90,,,,
22123,,,,,0.6249,87.0,0.6908,90,,,,
22124,,,,,0.8449,87.0,0.0,90,,,,
22125,,,,,0.7269,87.0,0.9153,90,,,,
22126,,,,,0.0,87.0,0.9672,83,,,,
22127,,,,,0.296,86.0,0.2975,83,,,,
22128,,,,,0.0,86.0,0.12,83,,,,
22129,,,,,0.8995,88.0,0.3607,83,,,,
22130,,,,,0.8211,87.0,0.6369,82,,,,
22131,,,,,0.2732,87.0,-0.3761,82,,,,
22132,,,,,0.8376,87.0,0.7184,82,,,,
22133,,,,,0.8275,87.0,-0.2263,82,,,,
22134,,,,,0.8271,87.0,0.6652,82,,,,
22135,,,,,0.7964,87.0,0.4588,82,,,,
22136,,,,,0.9324,90.0,0.5346,82,,,,
22137,,,,,0.8957,90.0,0.8519,82,,,,
22138,,,,,0.9485,90.0,0.7845,82,,,,
22139,,,,,0.2144,90.0,0.836,82,,,,
22140,,,,,0.2732,90.0,0.6908,82,,,,
22141,,,,,0.6124,90.0,0.3818,82,,,,
22142,,,,,0.5859,90.0,0.0,82,,,,
22143,,,,,0.5321,90.0,0.7579,88,,,,
22144,,,,,0.25,90.0,0.7845,88,,,,
22145,,,,,0.0258,90.0,0.8591,88,,,,
22146,,,,,0.3182,90.0,0.4228,88,,,,
22147,,,,,0.8934,90.0,0.7876,88,,,,
22148,,,,,0.8126,90.0,0.4767,88,,,,
22149,,,,,0.0,90.0,0.1531,88,,,,
22150,,,,,0.6124,90.0,0.3182,88,,,,
22151,,,,,0.7717,90.0,0.4767,88,,,,
22152,,,,,0.6486,90.0,0.0,88,,,,
22153,,,,,0.0,90.0,0.946,88,,,,
22154,,,,,0.7615,90.0,0.128,88,,,,
22155,,,,,0.2263,90.0,0.8689,88,,,,
22156,,,,,0.8735,90.0,0.0,88,,,,
22157,,,,,0.7964,90.0,0.5984,88,,,,
22158,,,,,0.9393,88.0,0.7227,88,,,,
22159,,,,,0.4767,88.0,0.8481,88,,,,
22160,,,,,0.6666,88.0,0.6249,88,,,,
22161,,,,,0.7783,88.0,0.4404,88,,,,
22162,,,,,0.0,88.0,0.796,87,,,,
22163,,,,,0.7717,88.0,0.7579,87,,,,
22164,,,,,0.6486,88.0,0.6956,87,,,,
22165,,,,,0.8074,88.0,0.5574,87,,,,
22166,,,,,0.8481,88.0,0.0,87,,,,
22167,,,,,0.743,88.0,0.4404,87,,,,
22168,,,,,0.9081,88.0,0.0,87,,,,
22169,,,,,-0.34,88.0,0.3612,87,,,,
22170,,,,,0.2263,88.0,0.8658,87,,,,
22171,,,,,0.8779,88.0,0.8442,90,,,,
22172,,,,,0.5927,88.0,0.9332,90,,,,
22173,,,,,0.6369,88.0,0.9145,90,,,,
22174,,,,,0.3818,88.0,0.7506,90,,,,
22175,,,,,0.0258,88.0,0.0772,89,,,,
22176,,,,,0.6678,88.0,0.7425,89,,,,
22177,,,,,0.9274,88.0,0.9411,89,,,,
22178,,,,,0.6705,84.0,0.4588,88,,,,
22179,,,,,0.783,84.0,0.8519,88,,,,
22180,,,,,0.4019,84.0,0.6124,88,,,,
22181,,,,,0.4588,84.0,0.3725,88,,,,
22182,,,,,0.0,84.0,0.8047,87,,,,
22183,,,,,0.7269,84.0,0.7269,87,,,,
22184,,,,,0.34,84.0,0.8746,90,,,,
22185,,,,,0.4939,84.0,0.5501,90,,,,
22186,,,,,0.6705,90.0,0.4344,90,,,,
22187,,,,,0.7579,90.0,0.7506,91,,,,
22188,,,,,-0.296,90.0,0.8891,91,,,,
22189,,,,,0.7717,90.0,0.0,91,,,,
22190,,,,,0.7003,90.0,0.6705,91,,,,
22191,,,,,0.9001,90.0,0.8973,91,,,,
22192,,,,,0.8779,90.0,0.5499,91,,,,
22193,,,,,0.8555,90.0,0.0772,91,,,,
22194,,,,,0.8885,90.0,0.9099,90,,,,
22195,,,,,0.6705,90.0,0.0516,90,,,,
22196,,,,,0.7906,90.0,0.5719,90,,,,
22197,,,,,0.8439,90.0,0.8399,90,,,,
22198,,,,,0.8225,90.0,0.8126,90,,,,
22199,,,,,0.9477,90.0,0.7096,90,,,,
22200,,,,,0.296,90.0,0.6908,90,,,,
22201,,,,,0.807,90.0,-0.1027,90,,,,
22202,,,,,0.8481,90.0,0.8834,90,,,,
22203,,,,,0.8519,90.0,0.4215,90,,,,
22204,,,,,0.9598,90.0,0.714,88,,,,
22205,,,,,0.6249,90.0,0.7884,88,,,,
22206,,,,,0.7579,90.0,0.7227,88,,,,
22207,,,,,0.8519,86.0,0.128,87,,,,
22208,,,,,0.2732,86.0,0.7506,87,,,,
22209,,,,,0.5106,86.0,0.6124,87,,,,
22210,,,,,0.4588,86.0,0.8126,87,,,,
22211,,,,,0.6486,86.0,0.6908,87,,,,
22212,,,,,0.7672,86.0,0.1901,87,,,,
22213,,,,,0.8176,86.0,0.0,87,,,,
22214,,,,,0.8591,86.0,0.8176,87,,,,
22215,,,,,0.1655,86.0,0.5859,87,,,,
22216,,,,,0.5719,86.0,0.6124,92,,,,
22217,,,,,0.6369,92.0,0.929,92,,,,
22218,,,,,0.802,92.0,0.4767,91,,,,
22219,,,,,0.7303,92.0,0.9505,91,,,,
22220,,,,,0.4215,92.0,0.7003,91,,,,
22221,,,,,0.8213,92.0,0.431,91,,,,
22222,,,,,0.9803,92.0,0.7203,91,,,,
22223,,,,,0.5719,92.0,0.93,90,,,,
22224,,,,,0.9217,92.0,0.9073,90,,,,
22225,,,,,0.8176,86.0,0.5859,90,,,,
22226,,,,,0.8074,86.0,0.4854,90,,,,
22227,,,,,0.7814,86.0,0.948,90,,,,
22228,,,,,0.9001,86.0,0.7195,89,,,,
22229,,,,,0.1531,93.0,0.128,89,,,,
22230,,,,,0.5267,93.0,0.9342,89,,,,
22231,,,,,0.836,93.0,0.9201,89,,,,
22232,,,,,0.8074,93.0,0.6597,89,,,,
22233,,,,,-0.1809,93.0,0.743,89,,,,
22234,,,,,0.9231,93.0,0.9403,89,,,,
22235,,,,,0.6597,93.0,0.6435,89,,,,
22236,,,,,0.6908,93.0,0.6486,89,,,,
22237,,,,,0.9161,93.0,-0.25,89,,,,
22238,,,,,0.4404,92.0,-0.2732,89,,,,
22239,,,,,0.8481,92.0,0.6808,89,,,,
22240,,,,,-0.0772,92.0,0.802,89,,,,
22241,,,,,0.7184,92.0,0.8173,89,,,,
22242,,,,,0.9354,94.0,0.2023,89,,,,
22243,,,,,0.907,94.0,0.6908,89,,,,
22244,,,,,0.8643,94.0,0.34,89,,,,
22245,,,,,0.9211,94.0,0.8593,89,,,,
22246,,,,,0.9231,94.0,0.9371,89,,,,
22247,,,,,0.9201,94.0,0.0,89,,,,
22248,,,,,0.3182,94.0,-0.7684,85,,,,
22249,,,,,0.7553,92.0,-0.296,85,,,,
22250,,,,,0.4404,92.0,0.223,85,,,,
22251,,,,,0.7717,92.0,0.9178,85,,,,
22252,,,,,0.5574,92.0,0.5106,85,,,,
22253,,,,,0.8658,92.0,-0.4939,85,,,,
22254,,,,,0.9196,92.0,0.5553,89,,,,
22255,,,,,0.9432,92.0,0.2732,89,,,,
22256,,,,,0.9062,91.0,-0.2732,89,,,,
22257,,,,,0.4927,87.0,0.657,89,,,,
22258,,,,,0.743,87.0,0.8176,89,,,,
22259,,,,,0.9498,87.0,0.4588,89,,,,
22260,,,,,0.2249,85.0,0.8591,89,,,,
22261,,,,,-0.128,85.0,0.5927,89,,,,
22262,,,,,0.765,85.0,0.7003,89,,,,
22263,,,,,0.25,85.0,-0.4215,89,,,,
22264,,,,,0.4939,85.0,0.34,89,,,,
22265,,,,,0.743,85.0,0.9398,89,,,,
22266,,,,,0.8225,85.0,0.7964,89,,,,
22267,,,,,0.8476,85.0,0.6705,89,,,,
22268,,,,,0.8519,85.0,0.0,89,,,,
22269,,,,,0.8126,85.0,0.7506,89,,,,
22270,,,,,0.631,85.0,-0.128,89,,,,
22271,,,,,0.9513,85.0,0.4404,92,,,,
22272,,,,,0.1531,85.0,0.9306,92,,,,
22273,,,,,0.1531,85.0,0.9246,92,,,,
22274,,,,,0.9639,85.0,0.8863,92,,,,
22275,,,,,0.765,85.0,0.8176,92,,,,
22276,,,,,0.2263,85.0,0.3291,92,,,,
22277,,,,,0.7579,94.0,0.7579,92,,,,
22278,,,,,0.8904,94.0,0.3182,88,,,,
22279,,,,,0.7684,93.0,0.7717,88,,,,
22280,,,,,0.5647,93.0,0.4939,88,,,,
22281,,,,,0.8847,93.0,0.946,88,,,,
22282,,,,,0.9091,90.0,0.7003,88,,,,
22283,,,,,0.6597,90.0,0.7902,88,,,,
22284,,,,,0.0,90.0,0.6858,88,,,,
22285,,,,,0.5423,90.0,0.3708,88,,,,
22286,,,,,0.0,90.0,0.0,88,,,,
22287,,,,,0.7351,90.0,0.8658,90,,,,
22288,,,,,0.0,90.0,0.7841,90,,,,
22289,,,,,0.0,90.0,0.6597,90,,,,
22290,,,,,0.6369,90.0,0.7787,90,,,,
22291,,,,,0.3182,90.0,0.6369,90,,,,
22292,,,,,0.9081,90.0,0.6879,90,,,,
22293,,,,,0.6124,90.0,0.6872,90,,,,
22294,,,,,0.5499,90.0,0.7184,90,,,,
22295,,,,,0.8481,90.0,0.743,90,,,,
22296,,,,,0.9052,88.0,0.5859,90,,,,
22297,,,,,0.6124,88.0,0.7184,90,,,,
22298,,,,,0.5106,88.0,0.9079,90,,,,
22299,,,,,0.7178,88.0,0.9501,89,,,,
22300,,,,,0.698,88.0,-0.1027,89,,,,
22301,,,,,0.8316,88.0,0.9201,89,,,,
22302,,,,,0.25,93.0,0.9393,89,,,,
22303,,,,,0.6808,93.0,0.0,89,,,,
22304,,,,,0.296,93.0,0.0,89,,,,
22305,,,,,0.8625,93.0,0.5574,89,,,,
22306,,,,,0.4404,93.0,0.6249,89,,,,
22307,,,,,0.5023,93.0,0.0,89,,,,
22308,,,,,-0.2263,93.0,0.4404,89,,,,
22309,,,,,0.6115,93.0,0.7322,94,,,,
22310,,,,,0.9322,93.0,0.8519,94,,,,
22311,,,,,0.4404,93.0,0.8316,94,,,,
22312,,,,,0.8434,93.0,0.3818,94,,,,
22313,,,,,0.9689,93.0,0.9559,94,,,,
22314,,,,,0.4215,93.0,0.587,94,,,,
22315,,,,,0.3182,90.0,0.9022,94,,,,
22316,,,,,0.9042,90.0,0.5423,94,,,,
22317,,,,,0.9022,90.0,0.7906,94,,,,
22318,,,,,0.802,90.0,0.9274,93,,,,
22319,,,,,0.9158,90.0,0.6369,93,,,,
22320,,,,,0.8689,90.0,0.9793,93,,,,
22321,,,,,0.9076,90.0,0.3818,93,,,,
22322,,,,,0.4411,90.0,0.631,93,,,,
22323,,,,,0.0717,90.0,0.4588,93,,,,
22324,,,,,0.8316,90.0,0.8807,93,,,,
22325,,,,,0.7992,90.0,0.9468,93,,,,
22326,,,,,0.802,90.0,0.2905,93,,,,
22327,,,,,0.5574,90.0,0.969,93,,,,
22328,,,,,0.7906,90.0,0.4767,93,,,,
22329,,,,,0.7964,90.0,0.7063,93,,,,
22330,,,,,0.5423,90.0,0.2732,91,,,,
22331,,,,,0.9001,90.0,0.624,91,,,,
22332,,,,,0.6124,90.0,0.4576,91,,,,
22333,,,,,0.0,90.0,0.0,91,,,,
22334,,,,,0.2023,90.0,0.8316,91,,,,
22335,,,,,0.8922,90.0,-0.0772,91,,,,
22336,,,,,0.6124,89.0,0.7845,90,,,,
22337,,,,,0.7876,89.0,0.9153,90,,,,
22338,,,,,0.5256,89.0,0.792,90,,,,
22339,,,,,0.4918,89.0,0.6705,90,,,,
22340,,,,,0.7906,89.0,0.8402,90,,,,
22341,,,,,0.875,89.0,0.5859,90,,,,
22342,,,,,0.7783,89.0,0.802,91,,,,
22343,,,,,0.0,89.0,0.9081,91,,,,
22344,,,,,0.7003,89.0,0.2732,91,,,,
22345,,,,,0.8655,89.0,0.8674,91,,,,
22346,,,,,0.6249,89.0,0.8885,91,,,,
22347,,,,,0.6908,89.0,0.8624,91,,,,
22348,,,,,0.8858,89.0,0.4588,91,,,,
22349,,,,,0.7845,89.0,0.7845,91,,,,
22350,,,,,0.7096,89.0,0.34,91,,,,
22351,,,,,0.6597,89.0,0.6249,91,,,,
22352,,,,,0.8442,89.0,0.0,91,,,,
22353,,,,,0.7269,85.0,0.5994,91,,,,
22354,,,,,0.8047,85.0,0.6808,91,,,,
22355,,,,,0.8834,85.0,0.6249,91,,,,
22356,,,,,0.8176,85.0,0.9011,91,,,,
22357,,,,,0.8922,85.0,0.4404,86,,,,
22358,,,,,0.3818,85.0,0.7096,86,,,,
22359,,,,,0.836,85.0,-0.3744,86,,,,
22360,,,,,0.0,87.0,0.0,86,,,,
22361,,,,,0.7184,87.0,0.0,86,,,,
22362,,,,,0.4939,87.0,0.25,86,,,,
22363,,,,,0.0,87.0,0.6486,86,,,,
22364,,,,,0.5106,87.0,0.4428,86,,,,
22365,,,,,0.4404,87.0,0.3182,86,,,,
22366,,,,,0.5719,87.0,0.2732,86,,,,
22367,,,,,0.802,87.0,0.3612,86,,,,
22368,,,,,0.8675,87.0,0.5106,86,,,,
22369,,,,,0.0,87.0,0.4767,86,,,,
22370,,,,,0.886,87.0,0.25,86,,,,
22371,,,,,0.6597,87.0,-0.5719,84,,,,
22372,,,,,0.4404,87.0,-0.1548,84,,,,
22373,,,,,-0.4601,87.0,0.8558,84,,,,
22374,,,,,-0.4803,87.0,0.3612,84,,,,
22375,,,,,0.743,87.0,0.0,84,,,,
22376,,,,,0.0,87.0,0.0,84,,,,
22377,,,,,0.4939,87.0,-0.296,84,,,,
22378,,,,,0.8442,87.0,0.0,84,,,,
22379,,,,,0.2732,85.0,0.93,90,,,,
22380,,,,,0.7506,85.0,0.7717,90,,,,
22381,,,,,0.8705,85.0,0.765,90,,,,
22382,,,,,0.4404,85.0,0.765,90,,,,
22383,,,,,-0.4939,85.0,0.0,90,,,,
22384,,,,,0.7269,85.0,0.0,90,,,,
22385,,,,,0.8176,85.0,0.743,90,,,,
22386,,,,,0.792,85.0,0.0,90,,,,
22387,,,,,0.0,85.0,0.0,90,,,,
22388,,,,,0.2023,85.0,0.6808,90,,,,
22389,,,,,0.5574,85.0,0.5859,90,,,,
22390,,,,,-0.0258,85.0,0.4576,90,,,,
22391,,,,,0.8176,85.0,0.7906,90,,,,
22392,,,,,0.3182,85.0,0.0516,90,,,,
22393,,,,,0.5106,85.0,0.0,90,,,,
22394,,,,,0.5423,85.0,0.0258,85,,,,
22395,,,,,0.1531,85.0,0.5574,85,,,,
22396,,,,,0.0516,85.0,0.4767,85,,,,
22397,,,,,0.6369,85.0,0.4767,85,,,,
22398,,,,,0.4588,85.0,0.5994,85,,,,
22399,,,,,0.0,85.0,0.4404,85,,,,
22400,,,,,0.5859,87.0,0.6369,85,,,,
22401,,,,,0.4019,87.0,0.6249,88,,,,
22402,,,,,0.6705,87.0,0.5319,88,,,,
22403,,,,,0.296,87.0,0.5574,88,,,,
22404,,,,,0.34,87.0,0.4404,88,,,,
22405,,,,,0.0,87.0,0.6808,88,,,,
22406,,,,,0.0,87.0,0.5499,88,,,,
22407,,,,,0.0,87.0,0.3818,88,,,,
22408,,,,,0.7906,87.0,0.3818,88,,,,
22409,,,,,0.2382,87.0,0.7579,88,,,,
22410,,,,,0.4019,87.0,0.4404,88,,,,
22411,,,,,0.3612,87.0,0.7184,88,,,,
22412,,,,,0.5574,87.0,0.7964,88,,,,
22413,,,,,0.0,87.0,0.34,88,,,,
22414,,,,,0.9136,87.0,0.8591,88,,,,
22415,,,,,0.8462,87.0,0.4404,88,,,,
22416,,,,,0.7579,87.0,0.9001,88,,,,
22417,,,,,0.3612,87.0,0.4588,88,,,,
22418,,,,,0.9452,86.0,0.0,90,,,,
22419,,,,,0.5574,86.0,0.0,90,,,,
22420,,,,,0.7003,92.0,0.3182,90,,,,
22421,,,,,0.9081,92.0,0.5574,90,,,,
22422,,,,,0.8481,92.0,0.743,90,,,,
22423,,,,,0.6253,92.0,0.4596,90,,,,
22424,,,,,0.4019,92.0,0.7964,90,,,,
22425,,,,,0.5719,92.0,0.6486,90,,,,
22426,,,,,0.7579,92.0,0.0,90,,,,
22427,,,,,0.4588,92.0,0.34,90,,,,
22428,,,,,0.4767,92.0,0.5994,90,,,,
22429,,,,,0.7783,92.0,0.0,90,,,,
22430,,,,,0.9201,92.0,0.6249,90,,,,
22431,,,,,0.8074,92.0,0.0,90,,,,
22432,,,,,0.7311,92.0,0.0,82,,,,
22433,,,,,0.4404,92.0,0.2732,82,,,,
22434,,,,,0.9313,92.0,0.0018,82,,,,
22435,,,,,0.2732,87.0,-0.1531,82,,,,
22436,,,,,0.7964,87.0,-0.296,82,,,,
22437,,,,,0.7269,87.0,0.8316,81,,,,
22438,,,,,0.6542,87.0,-0.6908,81,,,,
22439,,,,,0.8481,87.0,-0.4215,81,,,,
22440,,,,,0.8885,87.0,0.296,87,,,,
22441,,,,,0.886,87.0,0.6705,87,,,,
22442,,,,,0.802,87.0,0.3489,87,,,,
22443,,,,,0.34,91.0,0.6124,87,,,,
22444,,,,,0.7269,91.0,0.7024,87,,,,
22445,,,,,0.8498,91.0,0.0,85,,,,
22446,,,,,0.6908,91.0,0.34,85,,,,
22447,,,,,0.5859,91.0,0.4588,85,,,,
22448,,,,,0.7964,91.0,0.7579,85,,,,
22449,,,,,0.9161,91.0,0.0,85,,,,
22450,,,,,0.3506,91.0,0.2732,85,,,,
22451,,,,,0.8126,91.0,0.4019,85,,,,
22452,,,,,0.8957,91.0,0.5574,85,,,,
22453,,,,,0.7269,91.0,0.4404,85,,,,
22454,,,,,0.7902,91.0,0.0,85,,,,
22455,,,,,0.872,91.0,0.2263,85,,,,
22456,,,,,0.8126,90.0,0.6597,85,,,,
22457,,,,,0.7003,87.0,0.0,85,,,,
22458,,,,,0.7906,87.0,0.0,85,,,,
22459,,,,,0.7184,87.0,-0.1298,85,,,,
22460,,,,,0.9246,86.0,0.3818,85,,,,
22461,,,,,0.886,85.0,0.0,85,,,,
22462,,,,,0.936,85.0,0.3612,85,,,,
22463,,,,,0.802,85.0,0.0,85,,,,
22464,,,,,0.8519,85.0,0.6808,85,,,,
22465,,,,,0.8376,84.0,-0.128,84,,,,
22466,,,,,0.0,87.0,-0.34,84,,,,
22467,,,,,0.7964,87.0,-0.1154,83,,,,
22468,,,,,0.2263,87.0,0.8126,83,,,,
22469,,,,,0.8074,87.0,0.4019,83,,,,
22470,,,,,0.4767,87.0,0.7966,83,,,,
22471,,,,,0.7906,87.0,0.4033,83,,,,
22472,,,,,0.4404,87.0,-0.3832,83,,,,
22473,,,,,0.8922,87.0,0.802,83,,,,
22474,,,,,0.0,87.0,0.9022,83,,,,
22475,,,,,0.5574,87.0,0.0,83,,,,
22476,,,,,0.6705,87.0,0.6369,83,,,,
22477,,,,,0.6652,91.0,0.7684,83,,,,
22478,,,,,-0.481,91.0,0.7642,83,,,,
22479,,,,,0.0772,91.0,0.4304,83,,,,
22480,,,,,0.8225,91.0,0.91,83,,,,
22481,,,,,0.81,91.0,0.3612,93,,,,
22482,,,,,0.8625,91.0,0.0,93,,,,
22483,,,,,0.7906,88.0,0.4215,93,,,,
22484,,,,,0.5106,88.0,0.6115,93,,,,
22485,,,,,-0.0258,88.0,0.9337,93,,,,
22486,,,,,0.0,88.0,0.25,93,,,,
22487,,,,,0.8658,88.0,0.5095,93,,,,
22488,,,,,0.8126,88.0,0.9217,93,,,,
22489,,,,,-0.0516,88.0,0.0,93,,,,
22490,,,,,0.6783,88.0,0.8176,93,,,,
22491,,,,,0.891,88.0,0.4404,93,,,,
22492,,,,,0.0,88.0,0.7579,93,,,,
22493,,,,,0.0,88.0,0.6369,93,,,,
22494,,,,,0.926,88.0,0.0,83,,,,
22495,,,,,0.8779,88.0,0.6597,83,,,,
22496,,,,,0.9081,88.0,0.8225,83,,,,
22497,,,,,0.6705,88.0,0.7184,83,,,,
22498,,,,,0.4588,88.0,0.0,83,,,,
22499,,,,,0.743,88.0,0.5574,83,,,,
22500,,,,,0.8934,88.0,0.2263,83,,,,
22501,,,,,-0.34,88.0,-0.7096,83,,,,
22502,,,,,-0.4215,87.0,0.0,83,,,,
22503,,,,,0.7506,87.0,0.7964,83,,,,
22504,,,,,0.4404,87.0,-0.1027,82,,,,
22505,,,,,0.8641,87.0,0.8737,82,,,,
22506,,,,,0.2144,87.0,0.791,82,,,,
22507,,,,,0.0,86.0,0.6705,82,,,,
22508,,,,,0.7506,89.0,-0.4449,82,,,,
22509,,,,,0.6808,89.0,0.0498,82,,,,
22510,,,,,0.6908,89.0,0.7003,82,,,,
22511,,,,,0.0,89.0,0.8126,90,,,,
22512,,,,,0.5267,88.0,0.4019,90,,,,
22513,,,,,0.4404,88.0,-0.2263,90,,,,
22514,,,,,0.4404,88.0,0.4939,90,,,,
22515,,,,,0.3818,88.0,0.3182,90,,,,
22516,,,,,0.4404,88.0,0.7783,90,,,,
22517,,,,,0.2732,88.0,0.9001,90,,,,
22518,,,,,0.3182,88.0,0.1531,90,,,,
22519,,,,,0.7184,88.0,0.6187,90,,,,
22520,,,,,0.8442,84.0,0.4939,90,,,,
22521,,,,,0.7096,84.0,0.4404,90,,,,
22522,,,,,0.0,84.0,0.0,90,,,,
22523,,,,,-0.1027,84.0,0.6858,90,,,,
22524,,,,,0.6369,84.0,0.3182,90,,,,
22525,,,,,0.4404,84.0,0.0516,90,,,,
22526,,,,,0.2263,84.0,0.9243,90,,,,
22527,,,,,0.6901,92.0,-0.296,90,,,,
22528,,,,,0.5994,92.0,0.34,90,,,,
22529,,,,,0.5574,92.0,0.4215,90,,,,
22530,,,,,0.9729,92.0,0.9201,93,,,,
22531,,,,,0.9305,92.0,0.9382,93,,,,
22532,,,,,0.9274,92.0,0.9633,93,,,,
22533,,,,,0.802,92.0,0.2732,93,,,,
22534,,,,,0.9601,92.0,0.2263,87,,,,
22535,,,,,0.7845,92.0,0.0,86,,,,
22536,,,,,0.3384,92.0,0.0,86,,,,
22537,,,,,0.836,92.0,0.6705,86,,,,
22538,,,,,0.5994,92.0,-0.2392,86,,,,
22539,,,,,0.3818,92.0,0.7184,86,,,,
22540,,,,,0.8037,92.0,0.7964,86,,,,
22541,,,,,0.8074,92.0,0.0,86,,,,
22542,,,,,0.836,92.0,-0.2732,86,,,,
22543,,,,,0.6597,92.0,0.3182,86,,,,
22544,,,,,0.8402,92.0,0.9673,96,,,,
22545,,,,,0.4404,92.0,0.8555,95,,,,
22546,,,,,0.2144,92.0,0.8624,95,,,,
22547,,,,,0.7717,92.0,0.9107,95,,,,
22548,,,,,0.3612,92.0,0.962,95,,,,
22549,,,,,0.9136,92.0,0.8834,95,,,,
22550,,,,,0.9382,92.0,0.9186,94,,,,
22551,,,,,0.7579,83.0,0.7096,94,,,,
22552,,,,,-0.4588,83.0,0.8555,94,,,,
22553,,,,,0.4019,83.0,0.8074,94,,,,
22554,,,,,0.3612,82.0,0.943,94,,,,
22555,,,,,0.2023,88.0,0.9313,88,,,,
22556,,,,,0.9485,88.0,0.8688,88,,,,
22557,,,,,-0.5537,88.0,0.3582,88,,,,
22558,,,,,0.875,88.0,0.7184,88,,,,
22559,,,,,0.81,88.0,0.886,88,,,,
22560,,,,,0.4767,88.0,0.8591,88,,,,
22561,,,,,0.8807,88.0,0.7845,88,,,,
22562,,,,,0.6904,88.0,0.6124,97,,,,
22563,,,,,0.8807,88.0,0.7096,95,,,,
22564,,,,,0.561,88.0,0.8573,95,,,,
22565,,,,,0.2263,88.0,0.8839,90,,,,
22566,,,,,0.6705,88.0,0.1531,90,,,,
22567,,,,,-0.3626,88.0,0.2263,90,,,,
22568,,,,,0.4754,88.0,0.4939,90,,,,
22569,,,,,0.6369,88.0,0.4019,90,,,,
22570,,,,,0.5574,88.0,0.952,90,,,,
22571,,,,,0.6486,88.0,0.8655,90,,,,
22572,,,,,0.8462,88.0,0.7506,90,,,,
22573,,,,,0.4404,88.0,-0.34,90,,,,
22574,,,,,0.7579,88.0,0.1779,90,,,,
22575,,,,,0.0,88.0,0.7783,90,,,,
22576,,,,,0.7096,88.0,0.8699,90,,,,
22577,,,,,0.6808,88.0,0.8047,90,,,,
22578,,,,,-0.2732,88.0,-0.3612,90,,,,
22579,,,,,0.6124,88.0,0.6124,88,,,,
22580,,,,,0.6908,88.0,0.2263,88,,,,
22581,,,,,0.7351,88.0,0.9042,88,,,,
22582,,,,,0.0,88.0,-0.0534,88,,,,
22583,,,,,0.5106,88.0,-0.2732,88,,,,
22584,,,,,0.6428,88.0,0.6597,88,,,,
22585,,,,,0.9394,88.0,0.7003,88,,,,
22586,,,,,0.0516,88.0,0.9067,88,,,,
22587,,,,,0.5927,88.0,0.0,88,,,,
22588,,,,,0.0,88.0,0.9274,88,,,,
22589,,,,,0.3384,88.0,0.6808,88,,,,
22590,,,,,0.8188,93.0,0.6597,88,,,,
22591,,,,,0.8824,93.0,0.8157,92,,,,
22592,,,,,0.6908,93.0,0.6124,92,,,,
22593,,,,,0.9037,93.0,0.1091,92,,,,
22594,,,,,0.9403,93.0,0.8705,92,,,,
22595,,,,,0.9705,93.0,0.8074,92,,,,
22596,,,,,0.743,93.0,0.0,92,,,,
22597,,,,,0.7964,93.0,0.5859,92,,,,
22598,,,,,0.9382,93.0,0.2732,88,,,,
22599,,,,,0.93,93.0,-0.1154,88,,,,
