,polarity,points-category
12113,0.5719,90-94
12114,0.7184,90-94
12115,0.34,90-94
12116,0.1245,90-94
12117,0.0,90-94
12118,-0.1531,90-94
12119,0.7579,90-94
12120,0.4019,90-94
12121,0.9047,90-94
12122,0.5719,90-94
12123,0.9179,90-94
12124,0.8625,90-94
12125,0.7947,90-94
12126,0.0,90-94
12127,0.4404,90-94
12128,0.5267,90-94
12129,0.4019,90-94
12130,0.8074,90-94
12131,0.8271,90-94
12132,0.6908,90-94
12133,0.3182,90-94
12134,0.9136,90-94
12135,0.1531,90-94
12136,0.5267,90-94
12137,0.8519,90-94
12138,0.0,90-94
12139,0.2617,90-94
12140,0.8555,90-94
12141,0.2732,90-94
12142,0.875,90-94
12143,0.4601,90-94
12144,0.7906,90-94
12145,0.9081,90-94
12146,0.7845,90-94
12147,0.0,90-94
12148,0.7845,90-94
12149,0.0516,90-94
12150,0.2263,90-94
12151,0.7003,90-94
12152,0.8779,90-94
12153,0.6124,90-94
12154,0.8173,90-94
12155,0.9393,90-94
12156,0.7964,90-94
12157,0.91,90-94
12158,0.802,90-94
12159,0.4215,90-94
12160,0.8316,90-94
12161,0.1779,90-94
12162,0.8779,90-94
12163,0.9722,90-94
12164,0.4404,90-94
12165,0.8074,90-94
12166,0.4939,90-94
12167,0.4322,90-94
12168,0.7772,90-94
12169,0.5574,90-94
12170,0.0,90-94
12171,0.0,90-94
12172,0.6369,90-94
12173,0.2263,90-94
12174,0.1655,90-94
12175,0.5927,90-94
12176,-0.2382,90-94
12177,0.5106,90-94
12178,0.0,90-94
12179,0.8718,90-94
12180,0.4391,90-94
12181,0.8553,90-94
12182,0.0,90-94
12183,0.6124,90-94
12184,0.8591,90-94
12185,0.5859,90-94
12186,0.8859999999999999,90-94
12187,0.7783,90-94
12188,0.8481,90-94
12189,0.5709,90-94
12190,0.7003,90-94
12191,0.0,90-94
12192,0.872,90-94
12193,0.85,90-94
12194,0.5267,90-94
12195,0.4201,90-94
12196,0.8016,90-94
12197,0.9529,90-94
12198,0.4588,90-94
12199,0.5106,90-94
12200,0.7003,90-94
12201,0.4404,90-94
12202,0.6908,90-94
12203,0.4215,90-94
12204,0.4767,90-94
12205,0.936,90-94
12206,0.1027,90-94
12207,0.5994,90-94
12208,0.7269,90-94
12209,0.9348,90-94
12210,0.8462,90-94
12211,0.5719,90-94
12212,0.8715,90-94
12213,0.0,90-94
12214,0.7322,90-94
12215,0.9169,90-94
12216,0.0772,90-94
12217,0.6956,90-94
12218,0.4404,90-94
12219,0.7845,90-94
12220,0.9031,90-94
12221,0.8271,90-94
12222,0.9753,90-94
12223,0.872,90-94
12224,-0.1027,90-94
12225,0.8807,90-94
12226,0.7972,90-94
12227,0.5994,90-94
12228,0.7717,90-94
12229,0.6486,90-94
12230,0.5859,90-94
12231,0.6486,90-94
12232,0.8126,90-94
12233,0.8555,90-94
12234,0.7845,90-94
12235,0.9274,90-94
12236,0.0129,90-94
12237,0.25,90-94
12238,0.6249,90-94
12239,-0.3612,90-94
12240,0.9786,90-94
12241,0.8955,90-94
12242,0.4215,90-94
12243,0.5859,90-94
12244,0.9531,90-94
12245,0.4939,90-94
12246,0.5859,90-94
12247,0.701,90-94
12248,0.5574,90-94
12249,0.3818,90-94
12250,0.7717,90-94
12251,0.7579,90-94
12252,0.2732,90-94
12253,0.5106,90-94
12254,0.8591,90-94
12255,0.81,90-94
12256,0.3612,90-94
12257,0.802,90-94
12258,0.6705,90-94
12259,0.7351,90-94
12260,0.875,90-94
12261,0.8176,90-94
12262,0.9081,90-94
12263,0.4404,90-94
12264,0.81,90-94
12265,0.0,90-94
12266,0.8126,90-94
12267,0.6124,90-94
12268,0.7506,90-94
12269,0.9313,90-94
12270,0.624,90-94
12271,0.8658,90-94
12272,0.9287,90-94
12273,0.2374,90-94
12274,0.7331,90-94
12275,0.25,90-94
12276,0.3818,90-94
12277,0.1531,90-94
12278,0.2263,90-94
12279,0.29600000000000004,90-94
12280,0.4215,90-94
12281,0.9136,90-94
12282,0.8316,90-94
12283,0.6597,90-94
12284,-0.128,90-94
12285,0.7984,90-94
12286,0.8885,90-94
12287,0.7261,90-94
12288,0.8874,90-94
12289,0.8442,90-94
12290,0.8702,90-94
12291,0.4404,90-94
12292,0.0,90-94
12293,0.4404,90-94
12294,0.0,90-94
12295,0.802,90-94
12296,0.9153,90-94
12297,0.0516,90-94
12298,0.7845,90-94
12299,-0.5994,90-94
12300,0.8885,90-94
12301,0.5346,90-94
12302,0.0,90-94
12303,0.3182,90-94
12304,0.5719,90-94
12305,0.9273,90-94
12306,0.8479,90-94
12307,0.9161,90-94
12308,0.836,90-94
12309,-0.1531,90-94
12310,0.9022,90-94
12311,0.836,90-94
12312,0.8271,90-94
12313,0.7579,90-94
12314,0.3612,90-94
12315,0.6249,90-94
12316,0.4588,90-94
12317,0.8885,90-94
12318,0.7579,90-94
12319,0.5106,90-94
12320,0.6249,90-94
12321,0.2263,90-94
12322,0.743,90-94
12323,0.872,90-94
12324,0.6478,90-94
12325,0.8658,90-94
12326,0.7184,90-94
12327,0.8859999999999999,90-94
12328,0.743,90-94
12329,0.4404,90-94
12330,0.7783,90-94
12331,0.7506,90-94
12332,0.6486,90-94
12333,0.5719,90-94
12334,0.0,90-94
12335,0.0,90-94
12336,0.7783,90-94
12337,0.8599,90-94
12338,0.8957,90-94
12339,0.5574,90-94
12340,0.5574,90-94
12341,0.8519,90-94
12342,0.9319,90-94
12343,0.9313,90-94
12344,0.0,90-94
12345,-0.29600000000000004,90-94
12346,0.4404,90-94
12347,0.5423,90-94
12348,0.5574,90-94
12349,0.9118,90-94
12350,0.8555,90-94
12351,-0.287,90-94
12352,0.8689,90-94
12353,-0.6517,90-94
12354,0.8442,90-94
12355,0.8402,90-94
12356,0.4559,90-94
12357,0.7003,90-94
12358,0.34,90-94
12359,0.8934,90-94
12360,0.6249,90-94
12361,0.4588,90-94
12362,0.6486,90-94
12363,0.9337,90-94
12364,0.5719,90-94
12365,0.8694,90-94
12366,0.743,90-94
12367,0.8591,90-94
12368,0.8689,90-94
12369,0.8126,90-94
12370,0.0,90-94
12371,0.5719,90-94
12372,0.6486,90-94
12373,0.2263,90-94
12374,0.25,90-94
12375,0.0,90-94
12376,0.2263,90-94
12377,0.2023,90-94
12378,0.5719,90-94
12379,0.6597,90-94
12380,0.7506,90-94
12381,0.7783,90-94
12382,0.8957,90-94
12383,0.8834,90-94
12384,0.5927,90-94
12385,0.7351,90-94
12386,0.6124,90-94
12387,0.836,90-94
12388,0.4939,90-94
12389,0.8666,90-94
12390,0.6705,90-94
12391,0.4404,90-94
12392,0.34,90-94
12393,0.9413,90-94
12394,0.7184,90-94
12395,0.8074,90-94
12396,0.0,90-94
12397,0.7964,90-94
12398,0.8442,90-94
12399,0.8074,90-94
12400,0.8271,90-94
12401,0.1655,90-94
12402,0.7993,90-94
12403,0.6249,90-94
12404,0.5574,90-94
12405,0.7906,90-94
12406,0.5106,90-94
12407,0.4019,90-94
12408,0.6124,90-94
12409,0.4019,90-94
12410,0.3182,90-94
12411,0.5574,90-94
12412,0.743,90-94
12413,0.3716,90-94
12414,0.3182,90-94
12415,0.9412,90-94
12416,0.6124,90-94
12417,0.0,90-94
12418,0.3182,90-94
12419,0.4215,90-94
12420,0.7003,90-94
12421,0.9556,90-94
12422,0.765,90-94
12423,0.9577,90-94
12424,0.8909999999999999,90-94
12425,0.7184,90-94
12426,0.9217,90-94
12427,0.5719,90-94
12428,0.0,90-94
12429,0.6808,90-94
12430,0.34,90-94
12431,0.1027,90-94
12432,0.7269,90-94
12433,0.5106,90-94
12434,0.5574,90-94
12435,0.8126,90-94
12436,0.981,90-94
12437,0.0,90-94
12438,0.8402,90-94
12439,0.0,90-94
12440,0.0,90-94
12441,0.0,90-94
12442,-0.1016,90-94
12443,-0.3818,90-94
12444,0.7184,90-94
12445,0.7269,90-94
12446,0.9034,90-94
12447,0.0258,90-94
12448,-0.2382,90-94
12449,-0.0387,90-94
12450,0.0,90-94
12451,0.7584,90-94
12452,0.6597,90-94
12453,0.4404,90-94
12454,0.8316,90-94
12455,0.765,90-94
12456,0.4939,90-94
12457,0.0772,90-94
12458,0.2023,90-94
12459,0.9246,90-94
12460,0.7096,90-94
12461,0.0,90-94
12462,0.3182,90-94
12463,0.836,90-94
12464,0.0516,90-94
12465,0.5859,90-94
12466,0.4767,90-94
12467,0.4404,90-94
12468,0.6249,90-94
12469,0.3182,90-94
12470,0.8225,90-94
12471,0.4767,90-94
12472,0.5719,90-94
12473,-0.2212,90-94
12474,-0.3182,90-94
12475,0.9251,90-94
12476,0.0,90-94
12477,0.5719,90-94
12478,0.6369,90-94
12479,0.8316,90-94
12480,-0.2944,90-94
12481,0.8271,90-94
12482,0.9001,90-94
12483,0.6187,90-94
12484,0.9022,90-94
12485,0.6705,90-94
12486,0.0258,90-94
12487,-0.25,90-94
12488,0.34,90-94
12489,0.8968,90-94
12490,0.765,90-94
12491,0.4404,90-94
12492,0.4767,90-94
12493,0.3597,90-94
12494,0.8016,90-94
12495,0.8066,90-94
12496,0.7096,90-94
12497,0.6486,90-94
12498,0.6908,90-94
12499,0.34,90-94
12500,0.0,90-94
12501,0.9501,90-94
12502,0.0,90-94
12503,0.4215,90-94
12504,0.6597,90-94
12505,0.8909999999999999,90-94
12506,0.0516,90-94
12507,0.8807,90-94
12508,0.4215,90-94
12509,0.8481,90-94
12510,0.7351,90-94
12511,0.7096,90-94
12512,0.9509,90-94
12513,0.7717,90-94
12514,0.0,90-94
12515,0.8462,90-94
12516,0.8555,90-94
12517,0.5106,90-94
12518,0.743,90-94
12519,0.9381,90-94
12520,0.5719,90-94
12521,0.7184,90-94
12522,0.4404,90-94
12523,0.3182,90-94
12524,0.9325,90-94
12525,0.8977,90-94
12526,0.7351,90-94
12527,0.596,90-94
12528,0.3818,90-94
12529,0.7096,90-94
12530,0.5859,90-94
12531,0.8087,90-94
12532,0.4215,90-94
12533,0.5719,90-94
12534,0.8519,90-94
12535,0.5709,90-94
12536,0.6808,90-94
12537,0.7184,90-94
12538,0.7351,90-94
12539,0.5385,90-94
12540,0.2846,90-94
12541,0.802,90-94
12542,0.0,90-94
12543,0.4588,90-94
12544,0.6187,90-94
12545,0.0,90-94
12546,0.0,90-94
12547,0.8387,90-94
12548,0.807,90-94
12549,0.5106,90-94
12550,0.7902,90-94
12551,0.6705,90-94
12552,-0.3182,90-94
12553,0.1154,90-94
12554,0.7092,90-94
12555,0.7402,90-94
12556,0.8779,90-94
12557,0.9118,90-94
12558,0.8225,90-94
12559,0.7845,90-94
12560,-0.3182,90-94
12561,0.3506,90-94
12562,0.9313,90-94
12563,0.4215,90-94
12564,-0.4215,90-94
12565,0.0,90-94
12566,0.6597,90-94
12567,0.2144,90-94
12568,0.9239,90-94
12569,0.7269,90-94
12570,0.4404,90-94
12571,0.34,90-94
12572,0.6486,90-94
12573,0.7351,90-94
12574,0.765,90-94
12575,0.9359,90-94
12576,0.8885,90-94
12577,0.128,90-94
12578,0.0,90-94
12579,0.7351,90-94
12580,0.128,90-94
12581,0.765,90-94
12582,0.1531,90-94
12583,0.8096,90-94
12584,0.5106,90-94
12585,0.8402,90-94
12586,0.6731,90-94
12587,0.5994,90-94
12588,0.8294,90-94
12589,0.2263,90-94
12590,0.7351,90-94
12591,0.5267,90-94
12592,0.9287,90-94
12593,0.8402,90-94
12594,0.6908,90-94
12595,0.8805,90-94
12596,0.4404,90-94
12597,0.9432,90-94
12598,0.8164,90-94
12599,0.8402,90-94
12600,-0.0129,90-94
12601,0.4878,90-94
12602,0.8074,90-94
12603,0.8271,90-94
12604,0.5994,90-94
12605,0.8674,90-94
12606,0.8074,90-94
12607,0.7845,90-94
12608,0.8805,90-94
12609,0.8859999999999999,90-94
12610,0.7269,90-94
12611,0.3182,90-94
12612,0.4404,90-94
12613,0.4404,90-94
12614,0.7003,90-94
12615,0.5859,90-94
12616,0.9197,90-94
12617,0.7140000000000001,90-94
12618,0.8909999999999999,90-94
12619,0.5574,90-94
12620,0.4404,90-94
12621,0.6908,90-94
12622,-0.2263,90-94
12623,0.872,90-94
12624,0.8765,90-94
12625,0.0,90-94
12626,0.5176,90-94
12627,0.5423,90-94
12628,0.1027,90-94
12629,0.0772,90-94
12630,0.7096,90-94
12631,0.7506,90-94
12632,0.7506,90-94
12633,0.0,90-94
12634,0.29600000000000004,90-94
12635,0.9306,90-94
12636,0.6369,90-94
12637,0.7184,90-94
12638,0.9336,90-94
12639,0.481,90-94
12640,0.5719,90-94
12641,0.5106,90-94
12642,0.2732,90-94
12643,0.5719,90-94
12644,0.4767,90-94
12645,0.7708,90-94
12646,0.5574,90-94
12647,0.9022,90-94
12648,0.0,90-94
12649,0.8074,90-94
12650,0.5577,90-94
12651,0.3182,90-94
12652,0.0,90-94
12653,0.4588,90-94
12654,0.7389,90-94
12655,0.8006,90-94
12656,0.3818,90-94
12657,0.5719,90-94
12658,0.9241,90-94
12659,0.0,90-94
12660,0.7783,90-94
12661,0.29600000000000004,90-94
12662,0.0,90-94
12663,0.4939,90-94
12664,0.705,90-94
12665,0.8658,90-94
12666,0.6369,90-94
12667,0.7579,90-94
12668,0.8481,90-94
12669,0.8689,90-94
12670,0.5267,90-94
12671,0.7184,90-94
12672,0.4404,90-94
12673,0.8853,90-94
12674,0.6291,90-94
12675,0.4854,90-94
12676,0.9216,90-94
12677,0.1027,90-94
12678,0.0,90-94
12679,0.6697,90-94
12680,0.7469,90-94
12681,0.8999,90-94
12682,0.4215,90-94
12683,0.0,90-94
12684,-0.0516,90-94
12685,0.875,90-94
12686,0.9468,90-94
12687,0.8402,90-94
12688,0.8807,90-94
12689,0.7906,90-94
12690,0.8807,90-94
12691,0.0,90-94
12692,0.128,90-94
12693,0.8922,90-94
12694,0.1901,90-94
12695,0.9217,90-94
12696,0.6997,90-94
12697,0.6131,90-94
12698,0.8519,90-94
12699,0.6124,90-94
12700,0.7717,90-94
12701,0.4588,90-94
12702,-0.29600000000000004,90-94
12703,0.8658,90-94
12704,0.8834,90-94
12705,0.0,90-94
12706,-0.4215,90-94
12707,0.8225,90-94
12708,-0.468,90-94
12709,0.745,90-94
12710,0.6908,90-94
12711,0.7902,90-94
12712,0.6908,90-94
12713,0.926,90-94
12714,0.8271,90-94
12715,0.3818,90-94
12716,0.7269,90-94
12717,0.0,90-94
12718,-0.29600000000000004,90-94
12719,0.0,90-94
12720,0.5267,90-94
12721,0.4767,90-94
12722,0.9022,90-94
12723,0.6399,90-94
12724,0.8439,90-94
12725,0.5574,90-94
12726,0.6908,90-94
12727,0.4767,90-94
12728,0.5106,90-94
12729,0.5859,90-94
12730,0.8591,90-94
12731,0.8225,90-94
12732,0.8934,90-94
12733,0.6597,90-94
12734,-0.34,90-94
12735,0.25,90-94
12736,0.8591,90-94
12737,0.875,90-94
12738,0.4019,90-94
12739,0.1027,90-94
12740,0.8442,90-94
12741,0.7351,90-94
12742,0.6369,90-94
12743,0.7906,90-94
12744,0.7717,90-94
12745,0.8858,90-94
12746,0.4215,90-94
12747,0.6597,90-94
12748,0.4588,90-94
12749,0.807,90-94
12750,0.9446,90-94
12751,0.8909999999999999,90-94
12752,0.8442,90-94
12753,0.4118,90-94
12754,0.4861,90-94
12755,0.5994,90-94
12756,0.4588,90-94
12757,0.7506,90-94
12758,-0.1548,90-94
12759,0.7269,90-94
12760,0.0,90-94
12761,0.7269,90-94
12762,0.4767,90-94
12763,0.7184,90-94
12764,0.8176,90-94
12765,0.0516,90-94
12766,0.6597,90-94
12767,0.2732,90-94
12768,0.9528,90-94
12769,0.4939,90-94
12770,0.0,90-94
12771,0.2263,90-94
12772,0.9313,90-94
12773,0.8553,90-94
12774,0.7819,90-94
12775,0.946,90-94
12776,0.6486,90-94
12777,0.3506,90-94
12778,0.6908,90-94
12779,0.9422,90-94
12780,0.0,90-94
12781,0.6808,90-94
12782,0.2617,90-94
12783,0.5719,90-94
12784,0.9093,90-94
12785,0.6757,90-94
12786,0.8537,90-94
12787,0.4019,90-94
12788,0.128,90-94
12789,0.0,90-94
12790,0.6124,90-94
12791,0.5574,90-94
12792,0.8934,90-94
12793,0.8658,90-94
12794,0.5859,90-94
12795,0.8176,90-94
12796,0.83,90-94
12797,0.7003,90-94
12798,0.7568,90-94
12799,0.9349,90-94
12800,0.0644,90-94
12801,0.4404,90-94
12802,0.8271,90-94
12803,0.8068,90-94
12804,0.8316,90-94
12805,0.0,90-94
12806,0.0,90-94
12807,0.8957,90-94
12808,0.6115,90-94
12809,0.6908,90-94
12810,0.8909999999999999,90-94
12811,0.0,90-94
12812,-0.2263,90-94
12813,0.4404,90-94
12814,0.0,90-94
12815,0.8465,90-94
12816,0.5719,90-94
12817,0.34,90-94
12818,0.7579,90-94
12819,0.7717,90-94
12820,0.8074,90-94
12821,0.9451,90-94
12822,0.5719,90-94
12823,0.5413,90-94
12824,0.9638,90-94
12825,0.6904,90-94
12826,-0.34,90-94
12827,0.25,90-94
12828,0.4767,90-94
12829,0.9231,90-94
12830,0.5106,90-94
12831,0.9739,90-94
12832,0.5849,90-94
12833,0.7425,90-94
12834,0.4404,90-94
12835,0.8316,90-94
12836,0.7184,90-94
12837,0.2732,90-94
12838,0.0516,90-94
12839,0.8779,90-94
12840,0.5719,90-94
12841,0.3818,90-94
12842,0.7717,90-94
12843,0.8883,90-94
12844,0.2924,90-94
12845,0.7351,90-94
12846,0.923,90-94
12847,0.4939,90-94
12848,0.8705,90-94
12849,0.6124,90-94
12850,0.8834,90-94
12851,0.4215,90-94
12852,0.0,90-94
12853,0.4767,90-94
12854,0.4939,90-94
12855,0.8839,90-94
12856,0.4939,90-94
12857,-0.4215,90-94
12858,0.8316,90-94
12859,0.7391,90-94
12860,0.743,90-94
12861,0.6597,90-94
12862,0.7906,90-94
12863,0.0516,90-94
12864,0.802,90-94
12865,0.9187,90-94
12866,0.1531,90-94
12867,0.9398,90-94
12868,0.8271,90-94
12869,0.3182,90-94
12870,0.0,90-94
12871,-0.2023,90-94
12872,0.7118,90-94
12873,0.8442,90-94
12874,0.8805,90-94
12875,0.9262,90-94
12876,0.9477,90-94
12877,0.6597,90-94
12878,-0.5423,90-94
12879,0.2023,90-94
12880,0.2263,90-94
12881,0.0,90-94
12882,0.7717,90-94
12883,0.875,90-94
12884,0.9206,90-94
12885,0.9169,90-94
12886,0.4576,90-94
12887,0.8649,90-94
12888,0.4767,90-94
12889,0.2789,90-94
12890,0.1531,90-94
12891,0.6705,90-94
12892,0.7269,90-94
12893,0.8765,90-94
12894,0.6597,90-94
12895,0.29600000000000004,90-94
12896,0.29600000000000004,90-94
12897,-0.3612,90-94
12898,0.9217,90-94
12899,0.3384,90-94
12900,0.91,90-94
12901,0.0,90-94
12902,0.3182,90-94
12903,-0.1779,90-94
12904,0.0,90-94
12905,-0.128,90-94
12906,0.7845,90-94
12907,0.9413,90-94
12908,0.743,90-94
12909,0.0,90-94
12910,0.7351,90-94
12911,0.3182,90-94
12912,0.8934,90-94
12913,0.7845,90-94
12914,0.6705,90-94
12915,0.4767,90-94
12916,0.8834,90-94
12917,0.0,90-94
12918,0.4019,90-94
12919,0.0,90-94
12920,0.1779,90-94
12921,0.6597,90-94
12922,0.0,90-94
12923,0.0,90-94
12924,0.7845,90-94
12925,0.8555,90-94
12926,-0.1027,90-94
12927,0.6863,90-94
12928,0.34,90-94
12929,0.0,90-94
12930,0.5574,90-94
12931,0.4588,90-94
12932,0.4215,90-94
12933,0.5574,90-94
12934,0.5106,90-94
12935,0.4215,90-94
12936,0.6124,90-94
12937,0.9451,90-94
12938,0.2732,90-94
12939,0.7506,90-94
12940,0.2263,90-94
12941,0.128,90-94
12942,0.7351,90-94
12943,0.0,90-94
12944,0.9538,90-94
12945,0.6369,90-94
12946,0.7579,90-94
12947,0.5168,90-94
12948,0.7184,90-94
12949,0.5719,90-94
12950,0.6597,90-94
12951,0.3818,90-94
12952,0.0,90-94
12953,0.9702,90-94
12954,0.6369,90-94
12955,0.2732,90-94
12956,0.7178,90-94
12957,0.7906,90-94
12958,0.4767,90-94
12959,0.0,90-94
12960,0.5719,90-94
12961,-0.5647,90-94
12962,0.8792,90-94
12963,0.6249,90-94
12964,0.7269,90-94
12965,0.128,90-94
12966,0.7096,90-94
12967,0.9328,90-94
12968,0.4472,90-94
12969,0.8971,90-94
12970,0.807,90-94
12971,0.0,90-94
12972,0.9617,90-94
12973,0.9383,90-94
12974,0.6497,90-94
12975,0.5859,90-94
12976,0.4019,90-94
12977,0.8968,90-94
12978,0.4939,90-94
12979,0.6187,90-94
12980,0.1531,90-94
12981,0.9001,90-94
12982,0.7783,90-94
12983,0.3182,90-94
12984,0.4939,90-94
12985,-0.2263,90-94
12986,0.8555,90-94
12987,0.8692,90-94
12988,0.3182,90-94
12989,0.7964,90-94
12990,0.0,90-94
12991,0.5574,90-94
12992,0.3818,90-94
12993,-0.4215,90-94
12994,0.3818,90-94
12995,0.8271,90-94
12996,0.4927,90-94
12997,0.9231,90-94
12998,0.128,90-94
12999,0.0,90-94
13000,0.8176,90-94
13001,0.4215,90-94
13002,0.9468,90-94
13003,0.7506,90-94
13004,0.8834,90-94
13005,0.8779,90-94
13006,0.6478,90-94
13007,0.4404,90-94
13008,0.8176,90-94
13009,0.8658,90-94
13010,0.7783,90-94
13011,0.8859999999999999,90-94
13012,0.8442,90-94
13013,0.0,90-94
13014,0.3182,90-94
13015,0.0,90-94
13016,0.4404,90-94
13017,0.5267,90-94
13018,0.3818,90-94
13019,0.0,90-94
13020,0.4215,90-94
13021,0.4767,90-94
13022,-0.2732,90-94
13023,0.0,90-94
13024,0.5267,90-94
13025,0.5994,90-94
13026,-0.0516,90-94
13027,0.6705,90-94
13028,0.5719,90-94
13029,0.5267,90-94
13030,0.8859999999999999,90-94
13031,0.8402,90-94
13032,0.9294,90-94
13033,0.8402,90-94
13034,0.0129,90-94
13035,0.8051,90-94
13036,0.8555,90-94
13037,0.6983,90-94
13038,0.8991,90-94
13039,0.8658,90-94
13040,0.7841,90-94
13041,0.6597,90-94
13042,0.5574,90-94
13043,-0.2263,90-94
13044,0.7964,90-94
13045,0.0,90-94
13046,0.8316,90-94
13047,0.6249,90-94
13048,0.8313,90-94
13049,0.0,90-94
13050,0.0,90-94
13051,0.8074,90-94
13052,0.7717,90-94
13053,-0.0516,90-94
13054,0.765,90-94
13055,0.7089,90-94
13056,-0.1531,90-94
13057,0.6808,90-94
13058,0.8074,90-94
13059,0.6249,90-94
13060,0.3612,90-94
13061,0.5994,90-94
13062,0.7615,90-94
13063,-0.25,90-94
13064,0.743,90-94
13065,0.5106,90-94
13066,0.9371,90-94
13067,0.6249,90-94
13068,0.2023,90-94
13069,0.9118,90-94
13070,0.6369,90-94
13071,0.9246,90-94
13072,0.7096,90-94
13073,0.1027,90-94
13074,0.8338,90-94
13075,0.0,90-94
13076,0.5106,90-94
13077,-0.5106,90-94
13078,0.7334,90-94
13079,0.4939,90-94
13080,-0.4019,90-94
13081,0.9011,90-94
13082,0.8909999999999999,90-94
13083,0.6124,90-94
13084,0.6486,90-94
13085,0.8402,90-94
13086,0.8248,90-94
13087,0.7096,90-94
13088,0.8422,90-94
13089,-0.1531,90-94
13090,0.9356,90-94
13091,0.2647,90-94
13092,0.0,90-94
13093,-0.2846,90-94
13094,0.7906,90-94
13095,0.8909999999999999,90-94
13096,0.7501,90-94
13097,0.0,90-94
13098,0.9032,90-94
13099,0.765,90-94
13100,0.4404,90-94
13101,0.0,90-94
13102,0.3182,90-94
13103,0.0,90-94
13104,-0.4215,90-94
13105,0.4404,90-94
13106,0.4215,90-94
13107,0.3506,90-94
13108,0.5994,90-94
13109,0.5574,90-94
13110,0.5106,90-94
13111,0.8316,90-94
13112,0.9403,90-94
13113,0.0,90-94
13114,0.8979,90-94
13115,0.8098,90-94
13116,0.0,90-94
13117,0.1779,90-94
13118,0.631,90-94
13119,0.0,90-94
13120,0.4404,90-94
13121,0.9349,90-94
13122,0.4939,90-94
13123,0.743,90-94
13124,0.0,90-94
13125,0.8139,90-94
13126,0.4678,90-94
13127,0.9217,90-94
13128,0.5719,90-94
13129,0.5719,90-94
13130,0.4215,90-94
13131,0.6249,90-94
13132,0.8176,90-94
13133,0.7184,90-94
13134,0.25,90-94
13135,0.4404,90-94
13136,0.3182,90-94
13137,0.7089,90-94
13138,0.872,90-94
13139,0.25,90-94
13140,0.6115,90-94
13141,0.4215,90-94
13142,0.0,90-94
13143,0.3612,90-94
13144,0.7184,90-94
13145,0.8357,90-94
13146,0.5267,90-94
13147,0.5647,90-94
13148,0.2425,90-94
13149,0.7783,90-94
13150,0.4588,90-94
13151,0.5754,90-94
13152,0.8074,90-94
13153,0.6486,90-94
13154,0.6808,90-94
13155,0.0,90-94
13156,0.6674,90-94
13157,0.5859,90-94
13158,0.3818,90-94
13159,0.8107,90-94
13160,0.8689,90-94
13161,0.5574,90-94
13162,0.2263,90-94
13163,0.9136,90-94
13164,0.29600000000000004,90-94
13165,0.7003,90-94
13166,0.8622,90-94
13167,0.8176,90-94
13168,0.0,90-94
13169,0.2263,90-94
13170,-0.4215,90-94
13171,0.8859999999999999,90-94
13172,0.5023,90-94
13173,0.2023,90-94
13174,0.872,90-94
13175,0.5789,90-94
13176,0.6908,90-94
13177,0.9578,90-94
13178,0.7579,90-94
13179,0.8705,90-94
13180,0.4404,90-94
13181,0.6124,90-94
13182,0.8909999999999999,90-94
13183,0.09,90-94
13184,0.8919,90-94
13185,0.5994,90-94
13186,0.34,90-94
13187,0.0,90-94
13188,0.5574,90-94
13189,0.3182,90-94
13190,0.0,90-94
13191,0.6124,90-94
13192,-0.1027,90-94
13193,0.0,90-94
13194,0.6369,90-94
13195,0.6652,90-94
13196,0.5719,90-94
13197,0.8807,90-94
13198,0.8807,90-94
13199,0.2732,90-94
13200,0.6486,90-94
13201,0.7717,90-94
13202,0.7436,90-94
13203,0.6808,90-94
13204,0.4939,90-94
13205,0.8885,90-94
13206,0.8979,90-94
13207,0.8074,90-94
13208,0.4939,90-94
13209,0.9245,90-94
13210,0.8422,90-94
13211,0.7845,90-94
13212,0.8686,90-94
13213,0.9464,90-94
13214,0.0635,90-94
13215,0.2382,90-94
13216,-0.4215,90-94
13217,0.875,90-94
13218,0.34,90-94
13219,0.88,90-94
13220,0.7351,90-94
13221,0.8074,90-94
13222,0.836,90-94
13223,0.0,90-94
13224,0.7579,90-94
13225,0.9099,90-94
13226,0.9217,90-94
13227,0.875,90-94
13228,0.6428,90-94
13229,0.0,90-94
13230,0.9325,90-94
13231,0.7096,90-94
13232,0.8441,90-94
13233,0.5267,90-94
13234,0.8718,90-94
13235,0.7096,90-94
13236,0.8537,90-94
13237,0.8573,90-94
13238,0.3426,90-94
13239,0.8555,90-94
13240,0.0,90-94
13241,0.3818,90-94
13242,0.8445,90-94
13243,0.0,90-94
13244,0.0,90-94
13245,0.8689,90-94
13246,0.7003,90-94
13247,0.6486,90-94
13248,0.9385,90-94
13249,0.3716,90-94
13250,0.8126,90-94
13251,0.6155,90-94
13252,0.5499,90-94
13253,0.7574,90-94
13254,0.0,90-94
13255,0.8316,90-94
13256,0.5106,90-94
13257,0.0,90-94
13258,0.9022,90-94
13259,0.8151,90-94
13260,0.5719,90-94
13261,0.8687,90-94
13262,0.4404,90-94
13263,0.6124,90-94
13264,0.5927,90-94
13265,0.8608,90-94
13266,0.3744,90-94
13267,0.4019,90-94
13268,0.8909999999999999,90-94
13269,0.9086,90-94
13270,0.6705,90-94
13271,0.3071,90-94
13272,0.0,90-94
13273,-0.0258,90-94
13274,0.5574,90-94
13275,0.4767,90-94
13276,0.5106,90-94
13277,0.5859,90-94
13278,0.8516,90-94
13279,0.3818,90-94
13280,0.5868,90-94
13281,0.0,90-94
